q,rho_0-4,rho_5-9,rho_10-19,rho_20-29,rho_30-49,rho_50+,seed,phi
0.2769472000890365,0.07623934562446438,0.017564189866655665,0.004985949306879726,0.0070807320341048615,0.008852956639935627,0.025662338621105476,148.89428574714964,5.442700493244582
0.2821031582607445,0.07008537742559139,0.0233331097867655,0.005447930131728067,0.007649615109899068,0.009226083771086597,0.022945113848269024,119.54035961093133,4.409101278986458
0.28162176959680607,0.06095774528303186,0.01823816684248422,0.004557702799795222,0.007611372191827652,0.009145424303355791,0.024725554549188174,130.6473926678575,7.039634765437226
0.2834858520830958,0.05047624874587242,0.01700625786056321,0.004984829153452761,0.006845451447621015,0.009003411386396223,0.0224382511517841,128.833896046863,6.209497224680472
0.2792666024452397,0.06540115890210481,0.019407010995268686,0.0046983969542067254,0.007268436365694562,0.008768894877716604,0.02402930328229713,134.3444437265983,5.484020044208775
0.2813990406953362,0.05196445534000562,0.016453571916241624,0.004748697608289495,0.007426797018221316,0.009612381955713862,0.023057808590810535,133.90833397456282,6.45764035819549
0.27684565025068864,0.06844276397542341,0.020422194888870128,0.0046829446203870695,0.00729721251597023,0.00847217041572365,0.023218049452537203,141.46293699702565,5.4627294311974826
0.282536588938845,0.06737140841292935,0.02028197059419818,0.0045559560366945084,0.007754575495942675,0.008811573917062745,0.022209334948201428,129.2446809209893,6.914341478327789
0.2756490691266467,0.05563676345933597,0.015251414934184335,0.004667739878855604,0.007057033617529584,0.009019084853198734,0.027879430477946724,150.89523222356885,4.359973728750054
0.27668799609197886,0.055764342231439105,0.015063559585875373,0.004901253184904632,0.007027722327027844,0.009037578423694882,0.026395213989249752,156.58535847521853,4.3133771270428625
0.27740765755494684,0.053177595690229326,0.018251153831010315,0.005111178123374067,0.006815934832022062,0.00881040279720608,0.026099476620236668,147.00500729211214,5.070613491488233
0.2774287877110175,0.062315153891945876,0.01719549143801841,0.004579951829703436,0.007540223188047954,0.008803638332804217,0.02411082995175537,144.06392959205488,5.897032253377677
0.283616403638211,0.06393420176745888,0.016928665404963985,0.0047626983185399836,0.0068725777602278515,0.00903479541561883,0.024792536888678652,123.88163211013604,5.78871852361055
0.27708201827917006,0.0546151038163876,0.019062067237039997,0.004758253577817147,0.00844741377035596,0.008808548530213917,0.022541778559274913,145.1649325522307,5.807689071452487
0.27813257653228735,0.05912189979559707,0.01859719463532209,0.0045679518863611865,0.007129331456325083,0.008991758645519154,0.0257380967650642,143.57711785515983,5.507114767021829
0.2769892988525398,0.06021989673872168,0.01916286981311015,0.004050346824980892,0.006766723218950943,0.008705508723576259,0.025422313729301396,151.0360960931183,5.679547333441543
0.2781984669433805,0.05783848262042473,0.019034656403904237,0.004295697949375076,0.007339959144155239,0.009051757401609541,0.025256557906707344,149.47094904611527,5.761795684462859
0.2812817372767281,0.06260585058876496,0.021472890848858617,0.004647401394084408,0.00759789549601305,0.00902538051203981,0.024527379752411472,131.59010612503795,5.0831724370250875
0.2749558426060558,0.06761431765472548,0.01789329061865561,0.004599970422471372,0.007438589556097377,0.008939970127085042,0.02664823481394975,166.8434229829351,6.14538608616141
0.28052888014088967,0.05220572307695309,0.018953344688999705,0.004789415338543148,0.007436180532858435,0.009596118601095174,0.021269899004693237,130.13851635659853,5.115256852258105
0.2802554799579861,0.06899837408708677,0.018345555627950698,0.004372477275957163,0.0072351072674215105,0.008751121602542938,0.02519960650586947,139.92140688154163,5.65835754803847
0.27922276419549585,0.06888713015411702,0.017661496577433072,0.004270247886220897,0.006963157635541977,0.009526833913095452,0.025028010592281463,140.09506755394398,6.224235889409684
0.27534986150210267,0.05192536434302013,0.019641086213873844,0.0052286149487943325,0.008142403338996228,0.008908278969539832,0.02428025448107201,155.9131243112209,5.391975817367098
0.2747893328670876,0.05198809130006432,0.017756934353805133,0.004791872759845614,0.008435437394670302,0.008981639139543095,0.025953258692304144,155.51806458727896,5.690704364028231
0.2788330445227605,0.05728586885507891,0.018550659966952678,0.004240257655957863,0.00869214912885713,0.008626532126777706,0.02541584027649112,143.96541753164465,6.65392519163885
0.28122407228242,0.057641252984770124,0.017465128812231823,0.004998356146811022,0.006265368660242344,0.009267554687585694,0.022205407178571838,130.71339360236473,5.441134672890076
0.27697512220494624,0.06661301886535907,0.01806363880901182,0.0050005277449242875,0.007925654979306125,0.008999517686754045,0.02267746286481305,145.86740352965776,5.519167494927097
0.27880145665597633,0.059493316020316024,0.02036115857159422,0.005383701018045327,0.007567082422196341,0.009477051782683363,0.02496587385820697,137.7018475166313,5.19073709973655
0.2764582221732049,0.05912045994912824,0.019379360904809573,0.004258877460860723,0.0080266279069289,0.009553096182014251,0.022704130962174617,149.30970189315943,5.446288820639939
0.2781353670868534,0.05857219220780578,0.018769490090331478,0.005370834702279217,0.007307723263962319,0.009237850338844077,0.027624385467451114,163.6209806922961,5.784936348427192
